================================================================================
Summary of training process:
Dataset                : UCI_HAR
Batch size             : 32
Learing rate           : 0.001
Number of total clients: 150
Split method           : distribution
Split parameter        : 0.1
Clients per round      : 15
Number of global rounds: 100
Number of local rounds : 5
Feature from layer     : 1
Feature percentage     : 0.1
Is interplolated       : False
Local training loss    : MCE_DeC_KL
Loss of beta           : 1.0
Algorithm              : FLea
Modelname              : HARNet
Mode                   : training
Seed                   : 0
================================================================================
Dataset: UCI_HAR
training: 7352 testing: 2947
Here
Pre-splits: [   0    1    2 ... 3673 3674 3675]
[   0    1    2 ... 3673 3674 3675]
[4 4 4 ... 3 3 3]
Pre-splits: [3676 3677 3678 ... 7349 7350 7351]
[3676 3677 3678 ... 7349 7350 7351]
[3 3 3 ... 1 1 1]
Done
Class frequencies:
client,class0,class1,class2,class3,class4,class5,Amount
MCE_DeC_KL Total: tensor(2.0527) local CE: tensor(0.0798) Feature CE: tensor(0.9389) KL: tensor(0.0359)
The last decorrelation: tensor(0.9980)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8524) local CE: tensor(0.5716) Feature CE: tensor(1.2613) KL: tensor(0.0709)
The last decorrelation: tensor(0.9697)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2499) local CE: tensor(0.3413) Feature CE: tensor(0.8715) KL: tensor(0.1362)
The last decorrelation: tensor(0.9010)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3109) local CE: tensor(0.2263) Feature CE: tensor(1.0577) KL: tensor(0.0647)
The last decorrelation: tensor(0.9622)
Global Model Acc on global data: 0.5520868680013573 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  82  -------------
selected users: [124, 114, 32, 2, 26, 77, 61, 76, 119, 72, 58, 134, 44, 20, 7]
Current data/feature buff: torch.Size([45, 128, 20, 7]) torch.Size([45]) 45
Buffer classes: Counter({4: 22, 3: 10, 5: 9, 2: 2, 0: 1, 1: 1})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3677) local CE: tensor(0.3572) Feature CE: tensor(0.9595) KL: tensor(0.0870)
The last decorrelation: tensor(0.9784)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0482) local CE: tensor(0.5501) Feature CE: tensor(1.3261) KL: tensor(0.2119)
The last decorrelation: tensor(0.9587)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9379) local CE: tensor(0.1176) Feature CE: tensor(0.8146) KL: tensor(0.0634)
The last decorrelation: tensor(0.9238)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7483) local CE: tensor(0.3352) Feature CE: tensor(1.4486) KL: tensor(0.0721)
The last decorrelation: tensor(0.8884)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5224) local CE: tensor(0.3238) Feature CE: tensor(1.3307) KL: tensor(0.0561)
The last decorrelation: tensor(0.8105)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6672) local CE: tensor(0.3178) Feature CE: tensor(1.3496) KL: tensor(0.0804)
The last decorrelation: tensor(0.9197)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3710) local CE: tensor(0.1889) Feature CE: tensor(1.2531) KL: tensor(0.0636)
The last decorrelation: tensor(0.8662)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0478) local CE: tensor(0.1041) Feature CE: tensor(0.9186) KL: tensor(0.0648)
The last decorrelation: tensor(0.9650)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.8682) local CE: tensor(0.0797) Feature CE: tensor(0.7710) KL: tensor(0.0709)
The last decorrelation: tensor(0.9473)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9679) local CE: tensor(0.7111) Feature CE: tensor(1.1865) KL: tensor(0.1595)
The last decorrelation: tensor(0.9109)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3351) local CE: tensor(1.0531) Feature CE: tensor(1.2140) KL: tensor(0.1594)
The last decorrelation: tensor(0.9089)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3237) local CE: tensor(0.2692) Feature CE: tensor(1.0275) KL: tensor(0.1262)
The last decorrelation: tensor(0.9009)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3602) local CE: tensor(0.3079) Feature CE: tensor(0.9594) KL: tensor(0.1059)
The last decorrelation: tensor(0.9954)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9766) local CE: tensor(0.6992) Feature CE: tensor(1.1902) KL: tensor(0.1338)
The last decorrelation: tensor(0.9535)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3365) local CE: tensor(0.8915) Feature CE: tensor(1.1708) KL: tensor(0.2826)
The last decorrelation: tensor(0.9916)
Global Model Acc on global data: 0.5463182897862233 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  83  -------------
selected users: [122, 18, 145, 31, 120, 106, 35, 17, 26, 104, 11, 84, 126, 114, 147]
Current data/feature buff: torch.Size([110, 128, 20, 7]) torch.Size([110]) 110
Buffer classes: Counter({4: 46, 5: 32, 2: 14, 3: 8, 1: 6, 0: 4})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8669) local CE: tensor(0.5308) Feature CE: tensor(1.2870) KL: tensor(0.1518)
The last decorrelation: tensor(0.8970)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9233) local CE: tensor(0.0904) Feature CE: tensor(0.8152) KL: tensor(0.0729)
The last decorrelation: tensor(0.9511)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4532) local CE: tensor(0.2609) Feature CE: tensor(1.2493) KL: tensor(0.0711)
The last decorrelation: tensor(0.8683)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5268) local CE: tensor(0.2279) Feature CE: tensor(1.3102) KL: tensor(0.1032)
The last decorrelation: tensor(0.8838)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9084) local CE: tensor(0.8234) Feature CE: tensor(1.1252) KL: tensor(0.0322)
The last decorrelation: tensor(0.9275)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3747) local CE: tensor(0.3624) Feature CE: tensor(1.0151) KL: tensor(0.0522)
The last decorrelation: tensor(0.9449)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9853) local CE: tensor(0.6744) Feature CE: tensor(1.3855) KL: tensor(0.0758)
The last decorrelation: tensor(0.8489)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1344) local CE: tensor(0.7942) Feature CE: tensor(1.2541) KL: tensor(0.1237)
The last decorrelation: tensor(0.9625)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0380) local CE: tensor(0.7575) Feature CE: tensor(1.4258) KL: tensor(0.0436)
The last decorrelation: tensor(0.8111)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3682) local CE: tensor(0.8002) Feature CE: tensor(1.4641) KL: tensor(0.1040)
The last decorrelation: tensor(1.0000)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7547) local CE: tensor(0.7574) Feature CE: tensor(1.0197) KL: tensor(0.0356)
The last decorrelation: tensor(0.9421)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.8914) local CE: tensor(1.1439) Feature CE: tensor(1.7750) KL: tensor(0.0867)
The last decorrelation: tensor(0.8867)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.5162) local CE: tensor(0.6569) Feature CE: tensor(1.7994) KL: tensor(0.1065)
The last decorrelation: tensor(0.9533)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9770) local CE: tensor(0.4769) Feature CE: tensor(1.3868) KL: tensor(0.1553)
The last decorrelation: tensor(0.9566)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.8844) local CE: tensor(1.1745) Feature CE: tensor(1.6637) KL: tensor(0.0872)
The last decorrelation: tensor(0.9593)
Global Model Acc on global data: 0.5147607736681371 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  84  -------------
selected users: [40, 101, 135, 21, 8, 35, 79, 31, 1, 50, 120, 113, 146, 25, 37]
Current data/feature buff: torch.Size([44, 128, 20, 7]) torch.Size([44]) 44
Buffer classes: Counter({0: 17, 4: 15, 2: 4, 3: 4, 5: 2, 1: 2})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1084) local CE: tensor(0.1685) Feature CE: tensor(0.9031) KL: tensor(0.1191)
The last decorrelation: tensor(0.9176)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4508) local CE: tensor(0.3379) Feature CE: tensor(1.0827) KL: tensor(0.1556)
The last decorrelation: tensor(0.8754)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2403) local CE: tensor(0.2867) Feature CE: tensor(0.8376) KL: tensor(0.1971)
The last decorrelation: tensor(0.9188)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8794) local CE: tensor(0.6600) Feature CE: tensor(1.1523) KL: tensor(0.0845)
The last decorrelation: tensor(0.9826)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6980) local CE: tensor(0.4146) Feature CE: tensor(1.1773) KL: tensor(0.1420)
The last decorrelation: tensor(0.9642)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5639) local CE: tensor(0.4473) Feature CE: tensor(1.1047) KL: tensor(0.1627)
The last decorrelation: tensor(0.8490)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2264) local CE: tensor(0.3161) Feature CE: tensor(0.9511) KL: tensor(0.1235)
The last decorrelation: tensor(0.8326)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.8461) local CE: tensor(0.0674) Feature CE: tensor(0.7906) KL: tensor(0.1066)
The last decorrelation: tensor(0.8831)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8332) local CE: tensor(0.6860) Feature CE: tensor(1.0795) KL: tensor(0.0790)
The last decorrelation: tensor(0.9887)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2899) local CE: tensor(0.8105) Feature CE: tensor(1.3213) KL: tensor(0.2026)
The last decorrelation: tensor(0.9558)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1647) local CE: tensor(0.8756) Feature CE: tensor(1.2405) KL: tensor(0.1213)
The last decorrelation: tensor(0.9271)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6375) local CE: tensor(0.4109) Feature CE: tensor(1.1368) KL: tensor(0.1314)
The last decorrelation: tensor(0.9277)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.5593) local CE: tensor(0.3461) Feature CE: tensor(1.0800) KL: tensor(0.2139)
The last decorrelation: tensor(0.9191)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.8718) local CE: tensor(1.0586) Feature CE: tensor(1.5315) KL: tensor(0.2820)
The last decorrelation: tensor(0.9997)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9434) local CE: tensor(0.1288) Feature CE: tensor(0.7623) KL: tensor(0.1571)
The last decorrelation: tensor(0.8978)
Global Model Acc on global data: 0.47438072616219884 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  85  -------------
selected users: [137, 146, 92, 10, 102, 124, 48, 88, 40, 23, 46, 70, 25, 43, 145]
Current data/feature buff: torch.Size([56, 128, 20, 7]) torch.Size([56]) 56
Buffer classes: Counter({0: 29, 3: 21, 2: 5, 4: 1})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1455) local CE: tensor(0.7074) Feature CE: tensor(1.2670) KL: tensor(0.2272)
The last decorrelation: tensor(0.9431)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.8529) local CE: tensor(0.2217) Feature CE: tensor(0.5771) KL: tensor(0.1349)
The last decorrelation: tensor(0.9190)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0903) local CE: tensor(0.2196) Feature CE: tensor(0.9077) KL: tensor(0.1072)
The last decorrelation: tensor(0.8526)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.2007) local CE: tensor(0.8216) Feature CE: tensor(1.1945) KL: tensor(0.2036)
The last decorrelation: tensor(0.9929)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.8966) local CE: tensor(0.1174) Feature CE: tensor(0.7375) KL: tensor(0.0745)
The last decorrelation: tensor(0.9594)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0747) local CE: tensor(0.2737) Feature CE: tensor(0.7508) KL: tensor(0.0904)
The last decorrelation: tensor(0.9520)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.6646) local CE: tensor(0.0946) Feature CE: tensor(0.5595) KL: tensor(0.0826)
The last decorrelation: tensor(0.9277)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.6351) local CE: tensor(0.4494) Feature CE: tensor(1.0093) KL: tensor(0.1983)
The last decorrelation: tensor(0.9745)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9713) local CE: tensor(0.1150) Feature CE: tensor(0.8248) KL: tensor(0.1141)
The last decorrelation: tensor(0.9174)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0287) local CE: tensor(0.7565) Feature CE: tensor(1.1180) KL: tensor(0.1552)
The last decorrelation: tensor(0.9990)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9062) local CE: tensor(0.7476) Feature CE: tensor(1.1298) KL: tensor(0.1225)
The last decorrelation: tensor(0.9062)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9922) local CE: tensor(0.6170) Feature CE: tensor(1.1699) KL: tensor(0.2545)
The last decorrelation: tensor(0.9667)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1550) local CE: tensor(0.7717) Feature CE: tensor(1.2887) KL: tensor(0.0948)
The last decorrelation: tensor(0.9997)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3794) local CE: tensor(0.9040) Feature CE: tensor(1.3890) KL: tensor(0.1890)
The last decorrelation: tensor(0.8976)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.7859) local CE: tensor(0.1020) Feature CE: tensor(0.7312) KL: tensor(0.0929)
The last decorrelation: tensor(0.8776)
Global Model Acc on global data: 0.45775364777740074 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  86  -------------
selected users: [32, 113, 30, 61, 1, 130, 55, 132, 128, 59, 8, 84, 138, 39, 72]
Current data/feature buff: torch.Size([46, 128, 20, 7]) torch.Size([46]) 46
Buffer classes: Counter({3: 23, 2: 10, 5: 5, 4: 4, 0: 3, 1: 1})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.2208) local CE: tensor(0.2008) Feature CE: tensor(0.9786) KL: tensor(0.0950)
The last decorrelation: tensor(0.9444)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.0269) local CE: tensor(0.1439) Feature CE: tensor(0.7840) KL: tensor(0.1222)
The last decorrelation: tensor(0.9706)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3207) local CE: tensor(0.8772) Feature CE: tensor(1.4529) KL: tensor(0.1311)
The last decorrelation: tensor(0.8460)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.1192) local CE: tensor(0.2015) Feature CE: tensor(0.9573) KL: tensor(0.0991)
The last decorrelation: tensor(0.8589)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0630) local CE: tensor(0.8176) Feature CE: tensor(1.1492) KL: tensor(0.1074)
The last decorrelation: tensor(0.9887)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.0837) local CE: tensor(0.7896) Feature CE: tensor(1.1181) KL: tensor(0.2035)
The last decorrelation: tensor(0.9741)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9753) local CE: tensor(0.7439) Feature CE: tensor(1.1752) KL: tensor(0.1237)
The last decorrelation: tensor(0.9508)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4583) local CE: tensor(0.0568) Feature CE: tensor(1.2520) KL: tensor(0.1528)
The last decorrelation: tensor(0.9967)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9562) local CE: tensor(0.6839) Feature CE: tensor(1.2524) KL: tensor(0.1299)
The last decorrelation: tensor(0.8956)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9422) local CE: tensor(0.7123) Feature CE: tensor(1.1729) KL: tensor(0.0697)
The last decorrelation: tensor(0.9887)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(1.9125) local CE: tensor(0.1272) Feature CE: tensor(0.7442) KL: tensor(0.0745)
The last decorrelation: tensor(0.9716)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(4.3939) local CE: tensor(1.7728) Feature CE: tensor(1.6493) KL: tensor(0.0869)
The last decorrelation: tensor(0.8856)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3137) local CE: tensor(0.9814) Feature CE: tensor(1.2444) KL: tensor(0.1070)
The last decorrelation: tensor(0.9809)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7218) local CE: tensor(0.3613) Feature CE: tensor(1.1762) KL: tensor(0.2223)
The last decorrelation: tensor(0.9620)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4235) local CE: tensor(0.4135) Feature CE: tensor(0.9812) KL: tensor(0.1186)
The last decorrelation: tensor(0.9103)
Global Model Acc on global data: 0.4706481167288768 length of data: 2947
size of the global feature buffer: 15
-------------Round number:  87  -------------
selected users: [7, 130, 111, 122, 132, 50, 38, 87, 78, 56, 18, 28, 29, 83, 32]
Current data/feature buff: torch.Size([76, 128, 20, 7]) torch.Size([76]) 76
Buffer classes: Counter({3: 25, 4: 13, 1: 13, 5: 12, 2: 10, 0: 3})
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7859) local CE: tensor(0.7336) Feature CE: tensor(0.9937) KL: tensor(0.0670)
The last decorrelation: tensor(0.9917)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.1977) local CE: tensor(0.7338) Feature CE: tensor(1.3192) KL: tensor(0.1741)
The last decorrelation: tensor(0.9775)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4825) local CE: tensor(0.3802) Feature CE: tensor(1.0217) KL: tensor(0.0848)
The last decorrelation: tensor(0.9959)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8647) local CE: tensor(0.4077) Feature CE: tensor(1.3895) KL: tensor(0.1594)
The last decorrelation: tensor(0.9191)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.4587) local CE: tensor(0.0927) Feature CE: tensor(1.2182) KL: tensor(0.1511)
The last decorrelation: tensor(0.9966)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.5703) local CE: tensor(1.0185) Feature CE: tensor(1.4498) KL: tensor(0.1462)
The last decorrelation: tensor(0.9559)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3745) local CE: tensor(0.1518) Feature CE: tensor(1.3030) KL: tensor(0.0649)
The last decorrelation: tensor(0.8571)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.8389) local CE: tensor(0.4990) Feature CE: tensor(1.2373) KL: tensor(0.1335)
The last decorrelation: tensor(0.9776)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(3.3030) local CE: tensor(0.8841) Feature CE: tensor(1.3002) KL: tensor(0.1191)
The last decorrelation: tensor(0.9996)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.7123) local CE: tensor(0.4523) Feature CE: tensor(1.2762) KL: tensor(0.0865)
The last decorrelation: tensor(0.8868)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.3744) local CE: tensor(0.2132) Feature CE: tensor(1.1354) KL: tensor(0.0833)
The last decorrelation: tensor(0.9485)
Local adapation with distilling: 0.0001 alphas: 1 1 1 1
MCE_DeC_KL Total: tensor(2.9815) local CE: tensor(0.6945) Feature CE: tensor(1.2175) KL: tensor(0.0982)
